country,total_earnings,total_players,year,iso,code,pbicap,internet,desempleo,elect_acc,movil,poblacion,pea,net_mig,life_exp,CPI,gdp_gr,inflacion
Venezuela,14300.0,2,2004-01-01,VE,862,4287.63157898613,8.404469592,15.07,99.1,32.10814595,26226927.0,16455725.0,-10798.0,72.514,,16.2800630043543,33.9537243385346
Ukraine,14137.75,68,2004-01-01,UA,804,1416.60375976563,3.489477881,8.59,99.3760070800781,29.0897363,47451626.0,32846515.0,-11530.0,68.1853658536585,,12.6466271720913,15.3107362837374
Italy,10680.0,5,2004-01-01,IT,380,31317.2007943296,33.24,7.87,100.0,108.4501955,57685327.0,38343139.0,417189.0,80.7804878048781,,0.769317663351927,2.67018368106109
Portugal,8928.0,18,2004-01-01,PT,620,18064.1580932987,31.78,6.32,100.0,100.6625516,10483861.0,7005027.0,17114.0,77.6707317073171,,1.54562010216144,2.3996146661088
Argentina,7128.0,3,2004-01-01,AR,032,4258.16026060875,16.03668411,13.52,96.50537109375,34.94389378,38668796.0,24273923.0,-22336.0,74.855,,7.92815705080419,18.3633542492033
Czech Republic,7014.17,17,2004-01-01,CZ,203,11749.8526643577,35.5,8.3,99.9829254150391,105.0830138,10197101.0,7247811.0,25947.0,75.7219512195122,,4.78236579380949,4.04904531903559
Spain,5654.34,25,2004-01-01,ES,724,24907.0008505856,44.01,11.09,100.0,89.90428836,42921895.0,29524610.0,661105.0,79.8707317073171,,1.35864861113495,3.88222500847937
Japan,5278.0,11,2004-01-01,JP,392,38298.9801712303,62.39392963,4.73,100.0,71.64805919,127761000.0,84562217.0,135835.0,82.030243902439,,2.15172332918605,-1.12476639985243
Romania,3897.0,6,2004-01-01,RO,642,3494.99056448955,15.0,7.72,95.3445053100586,47.9837041,21451748.0,14820688.0,-106593.0,71.5609756097561,,11.0591132161949,15.4565958769332
Croatia,3802.57,1,2004-01-01,HR,191,9723.38102385632,30.91,13.66,99.9333038330078,63.81446431,4304600.0,2877134.0,-5673.0,75.520243902439,,4.15088210543912,3.62993304143242
Kazakhstan,3360.71,3,2004-01-01,KZ,398,2874.28848272999,2.650394657,8.4,99.96,15.76480026,15012984.0,10132689.0,9413.0,66.06,,8.84101937498924,16.1316269947904
Belarus,2802.66,9,2004-01-01,BY,112,2378.33700470129,,9.436,91.0092010498047,22.39351493,9730146.0,6732526.0,-12943.0,68.9560975609756,,12.2126182737798,22.6751225041151
Hong Kong,2625.0,7,2004-01-01,HK,0,24928.1003722551,56.39988039,6.74,100.0,118.7675155,6783500.0,4925690.0,10103.0,81.7992682926829,,7.85558889629121,-3.59084924739358
Thailand,1590.22,1,2004-01-01,TH,764,2647.26073263886,10.67730332,1.51,92.1987991333008,41.28780674,65311166.0,46349609.0,119324.0,73.08,,5.41995283405068,3.56925942602997
Greece,1571.4,9,2004-01-01,GR,300,21995.477943746,21.42,10.63,100.0,83.88897436,10955141.0,7406506.0,-1102.0,79.0390243902439,,4.80137866107285,3.06266213494644
Peru,1500.0,2,2004-01-01,PE,604,2393.66589710452,14.1,4.71,75.692357,14.67186871,27893911.0,17294639.0,-194133.0,72.668,,3.94011215959908,6.27903857710506
Israel,1200.0,2,2004-01-01,IL,376,20557.0786270029,22.77048553,13.03,100.0,109.4901505,6809000.0,4238298.0,15542.0,80.1463414634146,,2.9485462977587,0.127336204100104
Chile,1000.0,5,2004-01-01,CL,152,6185.30378461096,28.17791012,10.16,97.5337295532227,57.81873304,16017966.0,10674260.0,11515.0,77.616,,5.61634007452696,7.02476170687822
Hungary,1000.0,5,2004-01-01,HU,348,10301.7033946743,27.74,5.83,99.9649047851563,86.45494989,10107146.0,6950722.0,16803.0,72.6487804878049,,5.23739990857321,5.09107072516386
Saudi Arabia,1000.0,1,2004-01-01,SA,682,10935.0165899837,10.234533,5.82,100.0,38.77879493,23661808.0,14859494.0,10112.0,74.153,,5.62715094985593,11.0564838174165
Ireland,800.0,1,2004-01-01,IE,372,47754.2023194244,36.99,4.49,100.0,95.7352192,4070262.0,2774986.0,49526.0,78.5390243902439,,4.85345757745333,0.515336738345184
Estonia,750.0,1,2004-01-01,EE,233,8914.10355674451,53.2,10.25,99.9829254150391,92.165096,1362550.0,926719.0,-3768.0,71.909756097561,,7.44441637457827,4.69046936929665
Uruguay,500.0,1,2004-01-01,UY,858,4130.1001146777,17.06309834,12.98,97.9553527832031,18.09909527,3313801.0,2072744.0,-15661.0,76.007,,4.89011911625813,10.1050559964877
Slovakia,470.4,1,2004-01-01,SK,0,10691.4465495259,52.89,18.21,99.9680557250977,79.53895594,5372280.0,3817318.0,-225.0,73.9585365853659,,5.30031949156331,5.73872793064101
Belgium,400.0,1,2004-01-01,BE,056,35429.4077933344,53.86,7.36,100.0,87.33323948,10421137.0,6836408.0,43994.0,78.8780487804878,,3.12392891839559,1.91499094831144
Lithuania,100.0,1,2004-01-01,LT,440,6700.32719189382,31.23,10.68,99.3730545043945,89.1476662,3377075.0,2258778.0,-35427.0,71.9609756097561,,7.77300120748883,2.68179721009696
Viet Nam,100.0,5,2004-01-01,VN,0,551.903505134912,7.642408528,2.14,90.951042175293,6.025909442,82311227.0,53915769.0,-150349.0,73.135,,6.44499044947047,8.43331213209085
Slovenia,50.0,2,2004-01-01,SI,705,17233.1385611279,40.81,6.33,100.0,92.58359451,1997012.0,1407180.0,8061.0,77.2073170731707,,4.29235521934484,3.36094209509122
Malta,33.33,1,2004-01-01,MT,470,15197.056610121,34.62,7.32,100.0,74.86998469,401268.0,275959.0,872.0,79.2536585365854,,-0.530048461102623,2.11317299966606
Bahrain,25.0,1,2004-01-01,BH,048,15777.9636408956,21.45868051,1.101,100.0,77.96067195,833451.0,597277.0,53424.0,76.56,,-0.103815979252317,10.991084622511
"Iran, Islamic Republic of",20.0,1,2004-01-01,IR,0,2751.79304173638,7.49,10.3,98.3055801391602,7.34948591,69061674.0,47203217.0,369535.0,71.37,,2.66427558002053,24.7082423900547
United States,847732.98,305,2005-01-01,US,840,44123.4070679055,67.96805292,5.08,100.0,68.62220987,295516599.0,198081570.0,1129462.0,77.4878048780488,,2.53378411366741,3.13582406672013
"Korea, Republic of",841409.04,100,2005-01-01,KR,0,19402.5026259549,73.5,3.48,100.0,80.06403189,48184561.0,34536910.0,-36504.0,78.1682926829268,,4.08764514661904,1.041401491649
Germany,430267.92,178,2005-01-01,DE,276,34520.2396492496,68.71,11.17,100.0,97.6097572,82469422.0,54928804.0,102694.0,78.9317073170732,,0.788917115869921,0.405207331851614
Sweden,401672.14,110,2005-01-01,SE,752,43437.0631164776,84.83,7.49,100.0,100.5773698,9029572.0,5902015.0,39103.0,80.5463414634146,,2.44824843978924,0.686383050698964
Netherlands,271416.76,17,2005-01-01,NL,528,41994.7135305232,81.0,5.87,100.0,97.3691093,16319868.0,11016609.0,13610.0,79.3463414634146,,1.8126991927322,1.98873995492572
China,221158.28,79,2005-01-01,CN,156,1753.41419162417,8.523257003,4.52,97.9309387207031,30.14865123,1303720000.0,937712257.0,-519752.0,74.111,,10.7413751253692,3.90374426938611
Italy,180460.23,6,2005-01-01,IT,380,32055.0920757503,35.0,7.73,100.0,122.8524954,57969484.0,38356918.0,250910.0,80.7829268292683,,0.323656244406962,2.01055790083582
Russian Federation,177811.69,138,2005-01-01,RU,643,5323.455078125,15.2266732,7.12,98.0340347290039,83.52351405,143518814.0,101892381.0,244437.0,65.529756097561,,6.80660765259209,19.279432134411
Norway,136776.08,56,2005-01-01,NO,578,67047.1704558264,81.99,4.38,100.0,102.8281314,4623291.0,3035172.0,18467.0,80.0414634146342,,1.98813846102195,8.76300414146252
Canada,122441.67,29,2005-01-01,CA,124,36382.5079164537,71.66,6.76,100.0,52.82047544,32243753.0,22350146.0,204710.0,80.1126829268293,,2.24025456945405,3.11663850487676
Denmark,91343.6,59,2005-01-01,DK,208,48799.8256011275,82.74,4.83,100.0,100.2371829,5419432.0,3590112.0,11693.0,77.8439024390244,,2.05511051582938,2.90642404916615
Brazil,85315.15,44,2005-01-01,BR,076,4773.26855132261,21.02274725,10.55,97.093513,46.15180215,186797334.0,124649426.0,-42926.0,71.753,,2.05557150146443,7.43122475252851
France,82799.36,58,2005-01-01,FR,250,34768.1759037525,42.87,8.88,100.0,79.47105672,63188395.0,41120722.0,155943.0,80.1634146341463,,0.903680386720666,1.93634141901367
Austria,57345.96,14,2005-01-01,AT,040,38417.4577857677,58.0,5.68,100.0,105.3234981,8227829.0,5577847.0,50282.0,79.3317073170732,,1.54987731693588,2.53779415754438
United Kingdom,53969.54,13,2005-01-01,GB,826,42104.7884375024,70.0,4.75,100.0,108.4259834,60401206.0,39917314.0,261300.0,79.0487804878049,,2.03584209773835,2.9353281399213
Spain,35343.64,26,2005-01-01,ES,724,26429.1509449319,47.88,9.15,100.0,97.73091333,43653155.0,30062646.0,632974.0,80.1707317073171,,1.91574639257924,4.10099214935586
Finland,31744.32,31,2005-01-01,FI,246,39054.8504423825,74.48,8.38,100.0,100.4561318,5246096.0,3499298.0,9406.0,78.8170731707317,,2.4286892269546,0.928941215438584
Poland,31556.4,14,2005-01-01,PL,616,8021.54789037388,38.81,17.75,99.8059005737305,75.60778279,38165445.0,26892993.0,-21324.0,74.9951219512195,,3.552334782491,2.55919550668749
Estonia,30833.37,11,2005-01-01,EE,233,10412.6443137966,61.45,8.03,99.9542770385742,106.6908203,1354775.0,922372.0,-5242.0,72.5682926829268,,10.1549947926276,5.92374959466473
Kazakhstan,28360.71,8,2005-01-01,KZ,398,3771.27895733845,2.961707492,8.13,100.0,34.47824792,15147029.0,10274450.0,22958.0,65.86,,8.72919994993025,17.8748272505452
Japan,18275.0,19,2005-01-01,JP,392,37812.8950199948,66.9210661,4.45,100.0,75.49704878,127773000.0,84011699.0,153248.0,81.9551219512195,,1.79433980060388,-1.19401768056427
Bulgaria,16591.85,8,2005-01-01,BG,100,3899.82596332878,19.97,10.08,90.6406097412109,79.90716067,7658972.0,5256073.0,-3832.0,72.5609756097561,,7.86550231261518,6.59425858739591
Ukraine,15072.33,38,2005-01-01,UA,804,1894.46008300781,3.749764415,7.18,99.885561701316,64.00536482,47105171.0,32644127.0,-4936.0,67.9568292682927,,3.82930532863483,24.0960586139239
Saudi Arabia,13000.0,1,2005-01-01,SA,682,13462.7630489265,12.70503599,6.05,100.0,58.05554012,24397644.0,15502282.0,481349.0,74.588,,2.38972957390236,20.1496127858809
Singapore,11044.75,4,2005-01-01,SG,702,29961.3172812732,61.0,5.59,100.0,100.9198005,4265762.0,3223642.0,80422.0,79.990243902439,,4.87209326850753,1.9005186505386
Australia,8200.0,6,2005-01-01,AU,036,34479.7679298388,63.0,5.04,100.0,91.31591136,20176844.0,13587612.0,132109.0,80.8414634146341,,1.90606523763795,3.82550912709019
Belgium,7306.75,7,2005-01-01,BE,056,36809.7013403619,55.82,8.44,100.0,91.32561654,10478617.0,6881331.0,46280.0,78.9804878048781,,1.76045559407572,2.08307421275387
Lithuania,5911.2,1,2005-01-01,LT,440,7854.76527867855,36.22,8.32,99.3609313964844,129.0471147,3322528.0,2226434.0,-35453.0,71.2536585365854,,9.50104418230511,6.88510859135766
Hungary,5591.25,2,2005-01-01,HU,348,11223.3993032598,38.97,7.19,99.9279556274414,92.51973936,10087065.0,6945793.0,16615.0,72.6487804878049,,4.50190325627216,2.62703094651735
Slovenia,4166.67,1,2005-01-01,SI,705,18098.9085440003,46.81,6.55,100.0,87.75196057,2000474.0,1409291.0,8289.0,77.6121951219512,,3.61834092406035,1.52057515263171
Croatia,3590.89,1,2005-01-01,HR,191,10446.3614889222,33.14,12.6,99.8789367675781,82.39191888,4310145.0,2878105.0,-3834.0,75.2446341463415,,4.17330129577134,3.11591520766548
Czech Republic,2919.82,3,2005-01-01,CZ,203,13430.6698955613,35.27,7.93,99.9542770385742,114.5500833,10211216.0,7273975.0,24895.0,75.9243902439025,,6.45426173686403,0.0949442696762048
Argentina,2850.0,18,2005-01-01,AR,032,5086.62776073134,17.72058337,11.51,96.7252655029297,56.70883514,39070501.0,24597633.0,-21961.0,75.139,,7.73249699851691,10.3175111982406
Turkey,2802.15,6,2005-01-01,TR,792,7369.43188923286,15.46,10.63,99.6787567138672,63.47303185,68704715.0,44930735.0,-23548.0,73.534,,7.53339948397436,7.08541612916396
Romania,1500.0,6,2005-01-01,RO,642,4618.00350802913,21.5,7.17,95.591926574707,63.31296631,21319685.0,14764328.0,-129933.0,71.9121951219512,,5.3165061122384,12.0069901176313
Belarus,1312.26,11,2005-01-01,BY,112,3126.07176665248,,8.742,91.5255737304688,41.26253389,9663915.0,6719466.0,-11902.0,68.8512195121951,,10.1497672379881,18.9721605296379
Israel,1300.0,1,2005-01-01,IL,376,21223.9355901939,25.19404242,11.34,100.0,115.5325698,6930100.0,4318656.0,13756.0,80.1512195121951,,2.3143861844074,1.03684667574994
Thailand,1268.39,1,2005-01-01,TH,764,2876.24577293139,15.02600436,1.35,92.8251953125,46.27713253,65821360.0,46804096.0,70281.0,73.82,,3.3800600378687,5.09155618304895
Switzerland,1000.0,1,2005-01-01,CH,756,56242.8933645639,70.1,4.44,100.0,92.0009924,7437115.0,5060219.0,32421.0,81.2365853658537,,2.09358660743027,0.924638291551645
New Zealand,600.0,1,2005-01-01,NZ,554,27751.0654708859,62.72021237,3.81,100.0,85.41463968,4133900.0,2748208.0,19148.0,79.8512195121951,,2.1932505186425,2.0001950713163
Chile,575.0,6,2005-01-01,CL,152,7560.54367123892,31.17534703,9.34,97.6824645996094,65.34385645,16175311.0,10850217.0,14336.0,78.016,,4.80751806301836,7.12031535651923
Viet Nam,450.0,6,2005-01-01,VN,0,693.18984250035,12.73992929,2.075,96.1,11.53831883,83142095.0,55058795.0,-144080.0,73.271,,6.47249051209972,18.8105195707697
Malta,350.0,1,2005-01-01,MT,470,15888.1724565995,41.24,6.92,100.0,78.97944457,403834.0,279134.0,456.0,79.3,,2.7266844435393,1.93747948245648
Iceland,157.79,1,2005-01-01,IS,352,56794.8501588953,87.0,2.55,100.0,95.31357313,296734.0,196515.0,3918.0,81.5024390243902,,4.45782885129975,3.06586110573276
Venezuela,150.0,1,2005-01-01,VE,862,5456.32242533255,12.55299791,10.66,98.7767562866211,46.85523169,26668785.0,16820471.0,-18400.0,72.782,,8.49012702071195,29.6040593512976
Greece,119.49,1,2005-01-01,GR,300,22560.1472939077,24.0,10.07,100.0,92.32414639,10987314.0,7400093.0,-7559.0,79.2390243902439,,0.304568112754566,2.24031939810212
Hong Kong,100.0,1,2005-01-01,HK,0,26649.637724155,56.9,5.58,100.0,123.1715467,6813200.0,4974899.0,75.0,81.6090243902439,,6.92002738018837,-0.150058399378565
Portugal,50.0,1,2005-01-01,PT,620,18780.12751241,34.99,7.58,100.0,108.7804944,10503330.0,7003552.0,17155.0,78.0707317073171,,0.595038718090478,3.33290322756528
United States,1553259.46,391,2006-01-01,US,840,46302.0008800056,68.93119327,4.62,100.0,76.59637266,298379912.0,200387285.0,1113259.0,77.6878048780488,,1.79648632582968,3.08558293163451
"Korea, Republic of",972180.61,137,2006-01-01,KR,0,21743.4774514254,78.1,3.25,100.0,83.65798395,48438292.0,34777751.0,-28341.0,78.6682926829268,,4.71292765493601,-0.223195612442552
Sweden,578527.48,113,2006-01-01,SE,752,46593.6021646111,87.76,7.07,100.0,105.516699,9080505.0,5955758.0,42580.0,80.7487804878049,,4.07571489749014,1.75741369074541
Germany,421400.54,198,2006-01-01,DE,276,36353.8803343631,72.16,10.25,100.0,105.5115846,82376451.0,54601018.0,145046.0,79.1317073170732,,3.9336103307084,0.397281154893903
China,393250.84,103,2006-01-01,CN,156,2099.2194300786,10.52315262,4.43,98.1983032226563,35.11253649,1311020000.0,949961080.0,-473105.0,74.504,,12.0933046926809,3.92654939808963
Russian Federation,362312.78,178,2006-01-01,RU,643,6920.19970703125,18.02327746,7.06,98.1097030639648,105.0701387,143049637.0,101685150.0,282022.0,66.7275609756098,,8.55494147469737,15.1204066316764
France,210692.54,96,2006-01-01,FR,250,36470.2128399313,46.87,8.83,100.0,84.8042036,63628261.0,41435583.0,151814.0,80.8121951219512,,1.74108525754491,2.15532739127715
Poland,117577.46,29,2006-01-01,PL,616,9035.53275810927,44.58,13.84,99.7784805297852,95.32592008,38141267.0,26987088.0,-47251.0,75.1439024390244,,6.19841368396281,1.72842504648365
Brazil,115742.45,57,2006-01-01,BR,076,5866.02341427165,28.17838018,9.69,97.594314,52.91720162,188820682.0,126631537.0,-34007.0,72.037,,2.84796200765309,6.77427411913297
Netherlands,107229.41,47,2006-01-01,NL,528,44900.9381441374,83.7,5.0,100.0,105.9435391,16346101.0,11031473.0,15632.0,79.6975609756098,,3.29494984036958,2.56110638417375
Norway,102534.81,52,2006-01-01,NO,578,74434.4996835671,82.55,3.4,100.0,104.4588097,4660677.0,3070301.0,24017.0,80.3439024390244,,1.63957008515976,8.73218824235802
Ukraine,74100.57,77,2006-01-01,UA,804,2391.32397460938,4.506124564,6.81,99.5428619384766,105.2767922,46787786.0,32472541.0,12013.0,68.0775609756098,,8.30113367716191,14.85249547084
Denmark,69003.91,66,2006-01-01,DK,208,52026.9995142723,86.65,3.9,100.0,106.7845773,5437272.0,3598201.0,12217.0,78.0951219512195,,3.57206346379428,2.07617957165436
Spain,60848.7,24,2006-01-01,ES,724,28389.0785799873,50.37,8.45,100.0,102.8639102,44397319.0,30560758.0,658689.0,80.8219512195122,,2.35777247171723,3.97962663984784
Canada,59508.44,36,2006-01-01,CA,124,40504.0607253203,72.4,6.48,100.0,57.63302795,32571174.0,22624574.0,202483.0,80.5436585365854,,1.6061781601217,2.57017267466084
Finland,57884.86,47,2006-01-01,FI,246,41222.6020004611,79.66,7.72,100.0,107.6667458,5266268.0,3507266.0,10801.0,79.2146341463415,,3.62894134847109,0.920723414612866
United Kingdom,39707.06,42,2006-01-01,GB,826,44512.4590296865,68.82,5.35,100.0,115.252733,60846820.0,40315048.0,272651.0,79.2487804878049,,1.63644558698466,2.78683364495735
Estonia,38288.25,14,2006-01-01,EE,233,12639.4000677296,63.51,5.91,100.0,123.1669202,1346810.0,915462.0,-5403.0,72.6914634146341,,10.4147342313026,8.9785794608664
Austria,36157.87,12,2006-01-01,AT,040,40669.3269586152,63.6,5.32,100.0,112.2552739,8268641.0,5587256.0,25420.0,79.8804878048781,,2.94341785870446,1.89216106882701
Italy,25388.84,16,2006-01-01,IT,380,33529.7266014361,37.99,6.78,100.0,137.6315822,58143979.0,38318239.0,210398.0,81.2829268292683,,1.48515735957702,2.12485391464755
Japan,25100.12,15,2006-01-01,JP,392,35991.546002862,68.68527032,4.19,100.0,78.04871672,127854000.0,83351772.0,160536.0,82.3219512195122,,1.30812718300903,-0.862018389228027
Australia,21182.5,14,2006-01-01,AU,036,36595.7071548423,66.0,4.79,100.0,96.54551735,20450966.0,13785404.0,192139.0,81.0414634146342,,1.37798003366018,5.11538874013277
Belarus,19669.11,7,2006-01-01,BY,112,3848.22350300163,16.2,8.059,92.0612030029297,60.35626399,9604924.0,6709131.0,-9732.0,69.4048780487805,,10.6755867081796,10.7486157350723
Romania,17073.7,12,2006-01-01,RO,642,5757.53127301178,24.66,7.27,95.8586120605469,76.4775578,21193760.0,14679049.0,-125012.0,72.1634146341463,,8.67067585292331,10.6065793571017
Bulgaria,14753.05,6,2006-01-01,BG,100,4523.1465578805,27.09,8.95,91.1805267333984,106.2757886,7601022.0,5220366.0,-3980.0,72.6121951219512,,7.61684985137107,6.75647428628594
Croatia,10250.47,3,2006-01-01,HR,191,11505.399839938,37.98,11.13,99.8459167480469,99.49383823,4311159.0,2876743.0,-2720.0,75.8368292682927,,5.05212095813312,3.88021383230324
Mexico,10020.0,4,2006-01-01,MX,484,9545.28672531477,19.52,3.57,99.11416,51.82629303,106886790.0,66933497.0,-312270.0,74.331,,3.38875708958024,6.10715435556119
Belgium,9178.9,10,2006-01-01,BE,056,38705.1067959147,61.98187002,8.25,100.0,93.04921348,10547958.0,6944194.0,48426.0,79.380487804878,,1.87818319997308,2.26470714433403
Czech Republic,8554.06,20,2006-01-01,CZ,203,15261.7975911138,47.93,7.14,100.0,120.3922535,10238905.0,7300514.0,25831.0,76.5243902439024,,6.47820360338791,0.654105320869675
Kazakhstan,4981.1,13,2006-01-01,KZ,398,5291.57400354244,3.268369051,7.79,99.766547651744,49.14277217,15308085.0,10425864.0,34582.0,66.15,,9.53532791985413,21.5517089095579
Portugal,3802.25,30,2006-01-01,PT,620,19839.4540499032,38.01,7.65,100.0,115.9569577,10522288.0,7008671.0,18775.0,78.419512195122,,1.44193641296673,3.18454265930981
Peru,3200.0,3,2006-01-01,PE,604,3123.32015935927,20.7,4.17,80.157275,32.13408596,28381078.0,17716943.0,-231739.0,73.172,,6.64304687824702,7.65624807889682
Turkey,2608.7,4,2006-01-01,TR,792,8003.81449265461,18.24,8.72,99.6622543334961,75.66334972,69601333.0,45739738.0,-59360.0,73.845,,5.5702631622412,9.37620636352707
Malaysia,2500.0,5,2006-01-01,MY,458,6137.15053996313,51.63798899,3.32,98.8022232055664,73.42192752,26509413.0,17137059.0,251101.0,74.164,,3.25134638023845,3.98093167351242
Greece,2370.0,6,2006-01-01,GR,300,24821.9367451879,32.25,8.91,100.0,98.86308353,11020362.0,7397524.0,-13700.0,79.4390243902439,,5.33560169088059,3.49504259415936
Hong Kong,2280.0,4,2006-01-01,HK,0,28224.0951563146,60.8,4.77,100.0,135.6800871,6857100.0,5035395.0,12583.0,82.3848780487805,,6.34739277389478,-0.534823726639019
Ireland,1903.5,5,2006-01-01,IE,372,54329.1618599624,54.82,4.41,100.0,110.7520628,4273591.0,2942068.0,94996.0,79.2414634146342,,2.19518969027396,3.41989768083654
Switzerland,1689.55,5,2006-01-01,CH,756,59011.0324592016,75.7,3.99,100.0,99.48022812,7483934.0,5097421.0,36928.0,81.490243902439,,3.42255065978614,2.15025798459116
Argentina,1632.74,7,2006-01-01,AR,032,5890.97800169795,20.9272021,10.08,96.9644088745117,79.81991978,39476851.0,24926184.0,-19958.0,75.433,,6.93498173764449,13.7410524859152
Indonesia,1581.69,6,2006-01-01,ID,360,1572.79793972155,4.764813134,7.55,90.62,27.52533357,231797427.0,152230961.0,-101108.0,67.914,,4.13903544058229,14.0874244166119
Singapore,1514.46,4,2006-01-01,SG,702,33768.4528234651,59.0,4.48,100.0,106.7315594,4401365.0,3347514.0,149376.0,80.1414634146341,,5.64834329383781,1.8441830136442
Thailand,1450.0,1,2006-01-01,TH,764,3343.78595174831,17.16071472,1.22,99.146201481454,60.503253,66319525.0,47265656.0,78189.0,74.938,,4.17933586171797,5.1042132730291
Israel,866.67,1,2006-01-01,IL,376,22494.6420931621,27.88107446,10.71,100.0,123.0045417,7053700.0,4401929.0,12464.0,80.5536585365854,,3.73257258246224,1.44715970880094
